"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|NE-025","B2026-08-18","NE-025","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el cuerpo celular de una neurona que contiene el núcleo?","Soma.","El soma integra metabolismo, síntesis de proteínas y muchas señales recibidas.","active","curated","25","B2026-08-18|000025|NE-025"
"B2026-08-18|NE-026","B2026-08-18","NE-026","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el cambio eléctrico breve que se propaga por el axón?","Potencial de acción.","Se produce por la apertura secuencial de canales iónicos dependientes de voltaje.","active","curated","26","B2026-08-18|000026|NE-026"
"B2026-08-18|NE-027","B2026-08-18","NE-027","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama la diferencia de voltaje de una neurona no excitada respecto al exterior?","Potencial de reposo.","Gradientes iónicos y permeabilidad selectiva mantienen el potencial de reposo.","active","curated","27","B2026-08-18|000027|NE-027"
"B2026-08-18|NE-028","B2026-08-18","NE-028","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama una sustancia liberada por una neurona para transmitir una señal en una sinapsis química?","Neurotransmisor.","Se une a receptores de la célula postsináptica y modifica su actividad.","active","curated","28","B2026-08-18|000028|NE-028"
"B2026-08-18|NE-029","B2026-08-18","NE-029","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué neurotransmisor activa la contracción del músculo esquelético en la unión neuromuscular?","Acetilcolina.","Las motoneuronas liberan acetilcolina sobre receptores nicotínicos musculares.","active","curated","29","B2026-08-18|000029|NE-029"
"B2026-08-18|NE-030","B2026-08-18","NE-030","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué monoamina se sintetiza a partir del triptófano y participa en sueño, apetito y estado de ánimo?","Serotonina.","Gran parte de las neuronas serotoninérgicas cerebrales se origina en los núcleos del rafe.","active","curated","30","B2026-08-18|000030|NE-030"
"B2026-08-18|NE-031","B2026-08-18","NE-031","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuál es el principal neurotransmisor inhibidor del encéfalo adulto?","GABA.","Los receptores GABA reducen generalmente la excitabilidad neuronal.","active","curated","31","B2026-08-18|000031|NE-031"
"B2026-08-18|NE-032","B2026-08-18","NE-032","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuál es el principal neurotransmisor excitador del sistema nervioso central?","Glutamato.","Interviene en transmisión rápida y plasticidad sináptica.","active","curated","32","B2026-08-18|000032|NE-032"
"B2026-08-18|NE-033","B2026-08-18","NE-033","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura retransmite hacia la corteza la mayoría de la información sensorial?","Tálamo.","El olfato es la excepción sensorial clásica a este relevo inicial.","active","curated","33","B2026-08-18|000033|NE-033"
"B2026-08-18|NE-034","B2026-08-18","NE-034","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué conjunto de núcleos temporales participa de forma destacada en aprendizaje emocional y detección de amenazas?","Amígdala.","La amígdala integra señales sensoriales con respuestas emocionales.","active","curated","34","B2026-08-18|000034|NE-034"
"B2026-08-18|NE-035","B2026-08-18","NE-035","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué conjunto de núcleos profundos participa en selección de acciones y hábitos motores?","Ganglios basales.","Incluye estructuras como el estriado y el globo pálido.","active","curated","35","B2026-08-18|000035|NE-035"
"B2026-08-18|NE-036","B2026-08-18","NE-036","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué parte del tronco encefálico se sitúa entre mesencéfalo y bulbo?","Puente o protuberancia.","El puente contiene núcleos y vías relacionados con sueño, respiración y coordinación.","active","curated","36","B2026-08-18|000036|NE-036"
"B2026-08-18|NE-037","B2026-08-18","NE-037","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué parte superior del tronco encefálico contiene los colículos superiores e inferiores?","Mesencéfalo.","Participa en reflejos visuales, auditivos y control motor.","active","curated","37","B2026-08-18|000037|NE-037"
"B2026-08-18|NE-038","B2026-08-18","NE-038","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura comunica el encéfalo con gran parte del cuerpo y organiza reflejos?","Médula espinal.","La médula contiene vías ascendentes, descendentes y circuitos locales.","active","curated","38","B2026-08-18|000038|NE-038"
"B2026-08-18|NE-039","B2026-08-18","NE-039","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué división está formada por encéfalo y médula espinal?","Sistema nervioso central.","El resto de nervios y ganglios pertenece al sistema nervioso periférico.","active","curated","39","B2026-08-18|000039|NE-039"
"B2026-08-18|NE-040","B2026-08-18","NE-040","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué división reúne nervios y ganglios situados fuera del encéfalo y la médula?","Sistema nervioso periférico.","Conecta el sistema nervioso central con receptores, músculos y órganos.","active","curated","40","B2026-08-18|000040|NE-040"
"B2026-08-18|NE-041","B2026-08-18","NE-041","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tipo de neurona lleva información desde receptores hacia el sistema nervioso central?","Neurona sensorial.","También se denomina neurona aferente.","active","curated","41","B2026-08-18|000041|NE-041"
"B2026-08-18|NE-042","B2026-08-18","NE-042","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tipo de neurona envía órdenes hacia músculos?","Motoneurona.","Las motoneuronas somáticas controlan fibras del músculo esquelético.","active","curated","42","B2026-08-18|000042|NE-042"
"B2026-08-18|NE-043","B2026-08-18","NE-043","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué neurona conecta y procesa señales dentro de circuitos del sistema nervioso central?","Interneurona.","Las interneuronas pueden ser excitadoras o inhibidoras.","active","curated","43","B2026-08-18|000043|NE-043"
"B2026-08-18|NE-044","B2026-08-18","NE-044","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el tejido nervioso rico en somas, dendritas y sinapsis?","Sustancia gris.","En la corteza cerebral forma una capa superficial y también núcleos profundos.","active","curated","44","B2026-08-18|000044|NE-044"
"B2026-08-18|NE-045","B2026-08-18","NE-045","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el tejido nervioso compuesto principalmente por axones, muchos de ellos mielinizados?","Sustancia blanca.","Su color claro se debe en gran parte a los lípidos de la mielina.","active","curated","45","B2026-08-18|000045|NE-045"
"B2026-08-18|NE-046","B2026-08-18","NE-046","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué sistema selectivo limita el paso de sustancias de la sangre al tejido cerebral?","Barrera hematoencefálica.","Uniones estrechas entre células endoteliales son esenciales para la barrera.","active","curated","46","B2026-08-18|000046|NE-046"
"B2026-08-18|NE-047","B2026-08-18","NE-047","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama la capacidad del sistema nervioso para modificar conexiones y función con la experiencia?","Neuroplasticidad.","La plasticidad sustenta aprendizaje, adaptación y parte de la recuperación tras lesiones.","active","curated","47","B2026-08-18|000047|NE-047"
"B2026-08-18|NE-048","B2026-08-18","NE-048","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama la formación de nuevas neuronas a partir de células precursoras?","Neurogénesis.","Es intensa durante el desarrollo; su alcance en el cerebro humano adulto sigue investigándose.","active","curated","48","B2026-08-18|000048|NE-048"
"B2026-08-18|NE-049","B2026-08-18","NE-049","NE","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué núcleo del hipotálamo actúa como principal reloj circadiano?","Núcleo supraquiasmático.","Recibe información luminosa de la retina y sincroniza ritmos diarios.","active","curated","49","B2026-08-18|000049|NE-049"
"B2026-08-18|NE-050","B2026-08-18","NE-050","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué hormona de la glándula pineal aumenta normalmente durante la noche?","Melatonina.","La oscuridad favorece su secreción bajo control circadiano.","active","curated","50","B2026-08-18|000050|NE-050"
"B2026-08-18|NE-051","B2026-08-18","NE-051","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué glándula situada bajo el hipotálamo libera hormonas que regulan otras glándulas?","Hipófisis.","El hipotálamo controla gran parte de la actividad hipofisaria.","active","curated","51","B2026-08-18|000051|NE-051"
"B2026-08-18|NE-052","B2026-08-18","NE-052","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué división autónoma favorece reposo, digestión y conservación de energía?","Sistema nervioso parasimpático.","Sus efectos suelen complementar los del sistema simpático.","active","curated","52","B2026-08-18|000052|NE-052"
"B2026-08-18|NE-053","B2026-08-18","NE-053","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el circuito neural que produce una respuesta rápida automática a un estímulo?","Arco reflejo.","Muchos reflejos se integran en la médula sin esperar una decisión consciente.","active","curated","53","B2026-08-18|000053|NE-053"
"B2026-08-18|NE-054","B2026-08-18","NE-054","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué técnica registra mediante electrodos del cuero cabelludo la actividad eléctrica cerebral?","Electroencefalografía.","El EEG ofrece excelente resolución temporal.","active","curated","54","B2026-08-18|000054|NE-054"
"B2026-08-18|NE-055","B2026-08-18","NE-055","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué técnica estima actividad cerebral mediante cambios de oxigenación sanguínea?","Resonancia magnética funcional.","La señal BOLD es una medida indirecta de actividad neural.","active","curated","55","B2026-08-18|000055|NE-055"
"B2026-08-18|NE-056","B2026-08-18","NE-056","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué técnica de imagen usa trazadores radiactivos para medir metabolismo o receptores?","Tomografía por emisión de positrones.","La PET detecta pares de fotones producidos tras la aniquilación de positrones.","active","curated","56","B2026-08-18|000056|NE-056"
"B2026-08-18|NE-057","B2026-08-18","NE-057","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué aprendizaje asocia un estímulo inicialmente neutro con otro que provoca una respuesta?","Condicionamiento clásico.","Los experimentos de Pavlov con perros son el ejemplo histórico más conocido.","active","curated","57","B2026-08-18|000057|NE-057"
"B2026-08-18|NE-058","B2026-08-18","NE-058","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué aprendizaje modifica una conducta según sus consecuencias?","Condicionamiento operante.","B. F. Skinner estudió sistemáticamente refuerzo y castigo.","active","curated","58","B2026-08-18|000058|NE-058"
"B2026-08-18|NE-059","B2026-08-18","NE-059","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué consecuencia aumenta la probabilidad futura de una conducta?","Refuerzo.","Puede consistir en añadir algo agradable o retirar algo aversivo.","active","curated","59","B2026-08-18|000059|NE-059"
"B2026-08-18|NE-060","B2026-08-18","NE-060","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué consecuencia busca reducir la probabilidad futura de una conducta?","Castigo.","En aprendizaje, «castigo» describe su efecto funcional, no un juicio moral.","active","curated","60","B2026-08-18|000060|NE-060"
"B2026-08-18|NE-061","B2026-08-18","NE-061","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué sistema mantiene y manipula una pequeña cantidad de información durante una tarea?","Memoria de trabajo.","Permite razonar, comprender frases y seguir instrucciones breves.","active","curated","61","B2026-08-18|000061|NE-061"
"B2026-08-18|NE-062","B2026-08-18","NE-062","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué sistema conserva información desde horas hasta décadas?","Memoria a largo plazo.","Incluye formas declarativas y no declarativas.","active","curated","62","B2026-08-18|000062|NE-062"
"B2026-08-18|NE-063","B2026-08-18","NE-063","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué memoria declarativa conserva acontecimientos personales situados en tiempo y lugar?","Memoria episódica.","Recordar una celebración concreta es un ejemplo episódico.","active","curated","63","B2026-08-18|000063|NE-063"
"B2026-08-18|NE-064","B2026-08-18","NE-064","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué memoria declarativa almacena conocimientos y conceptos generales?","Memoria semántica.","Saber qué significa una palabra no exige recordar cuándo se aprendió.","active","curated","64","B2026-08-18|000064|NE-064"
"B2026-08-18|NE-065","B2026-08-18","NE-065","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué memoria permite ejecutar habilidades y hábitos, como montar en bicicleta?","Memoria procedimental.","Se expresa en el rendimiento sin requerir una descripción verbal consciente.","active","curated","65","B2026-08-18|000065|NE-065"
"B2026-08-18|NE-066","B2026-08-18","NE-066","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué capacidad permite priorizar una fuente de información e ignorar distractores?","Atención selectiva.","La selección atencional es limitada y depende de metas y saliencia.","active","curated","66","B2026-08-18|000066|NE-066"
"B2026-08-18|NE-067","B2026-08-18","NE-067","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el proceso de organizar e interpretar información sensorial?","Percepción.","La percepción combina señales del entorno con expectativas y experiencia.","active","curated","67","B2026-08-18|000067|NE-067"
"B2026-08-18|NE-068","B2026-08-18","NE-068","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué escuela sostuvo que la experiencia perceptiva se organiza en totalidades?","Psicología de la Gestalt.","Principios como proximidad y cierre describen esa organización.","active","curated","68","B2026-08-18|000068|NE-068"
"B2026-08-18|NE-069","B2026-08-18","NE-069","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué malestar aparece ante creencias o conductas psicológicamente incompatibles?","Disonancia cognitiva.","Las personas pueden reducirlo cambiando conducta, creencias o justificaciones.","active","curated","69","B2026-08-18|000069|NE-069"
"B2026-08-18|NE-070","B2026-08-18","NE-070","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tendencia favorece buscar o interpretar información que apoya creencias previas?","Sesgo de confirmación.","El sesgo puede hacer que se ignore evidencia contraria.","active","curated","70","B2026-08-18|000070|NE-070"
"B2026-08-18|NE-071","B2026-08-18","NE-071","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué sesgo hace que una estimación dependa demasiado del primer valor considerado?","Efecto de anclaje.","Incluso anclas arbitrarias pueden desplazar juicios posteriores.","active","curated","71","B2026-08-18|000071|NE-071"
"B2026-08-18|NE-072","B2026-08-18","NE-072","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué mejoría se relaciona con expectativas y contexto terapéutico más que con el componente específico de un tratamiento?","Efecto placebo.","Los ensayos controlados usan placebos para estimar efectos específicos.","active","curated","72","B2026-08-18|000072|NE-072"
"B2026-08-18|NE-073","B2026-08-18","NE-073","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué capacidad permite comprender o compartir estados emocionales de otra persona?","Empatía.","La empatía incluye componentes cognitivos y afectivos.","active","curated","73","B2026-08-18|000073|NE-073"
"B2026-08-18|NE-074","B2026-08-18","NE-074","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué motivación impulsa una actividad por interés o satisfacción propios?","Motivación intrínseca.","Se diferencia de realizarla principalmente por recompensas externas.","active","curated","74","B2026-08-18|000074|NE-074"
"B2026-08-18|NE-075","B2026-08-18","NE-075","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué motivación depende de recompensas, reconocimiento o evitación de consecuencias externas?","Motivación extrínseca.","Puede coexistir con motivación intrínseca.","active","curated","75","B2026-08-18|000075|NE-075"
"B2026-08-18|NE-076","B2026-08-18","NE-076","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué modelo describe personalidad mediante apertura, responsabilidad, extraversión, amabilidad y neuroticismo?","Modelo de los Cinco Grandes.","También se conoce como Big Five u OCEAN.","active","curated","76","B2026-08-18|000076|NE-076"
"B2026-08-18|NE-077","B2026-08-18","NE-077","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué rasgo describe una menor búsqueda de estimulación social y preferencia relativa por entornos tranquilos?","Introversión.","No equivale necesariamente a timidez ni a falta de habilidades sociales.","active","curated","77","B2026-08-18|000077|NE-077"
"B2026-08-18|NE-078","B2026-08-18","NE-078","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué rasgo se asocia con sociabilidad, energía y búsqueda de estimulación?","Extraversión.","Es una dimensión continua, no una categoría absoluta.","active","curated","78","B2026-08-18|000078|NE-078"
"B2026-08-18|NE-079","B2026-08-18","NE-079","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama la respuesta psicológica y fisiológica ante demandas percibidas?","Estrés.","Puede ser adaptativo a corto plazo y perjudicial si es intenso o crónico.","active","curated","79","B2026-08-18|000079|NE-079"
"B2026-08-18|NE-080","B2026-08-18","NE-080","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estado combina preocupación, tensión y activación ante una amenaza real o anticipada?","Ansiedad.","Se vuelve problemática cuando es desproporcionada y deteriora la vida diaria.","active","curated","80","B2026-08-18|000080|NE-080"
"B2026-08-18|NE-081","B2026-08-18","NE-081","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué trastorno implica miedo intenso y persistente a un objeto o situación concreta?","Fobia específica.","La exposición suele ser un componente eficaz del tratamiento psicológico.","active","curated","81","B2026-08-18|000081|NE-081"
"B2026-08-18|NE-082","B2026-08-18","NE-082","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué trastorno incluye ánimo deprimido o pérdida de interés junto con otros síntomas durante al menos dos semanas?","Depresión mayor.","El diagnóstico requiere valorar duración, intensidad y deterioro funcional.","active","curated","82","B2026-08-18|000082|NE-082"
"B2026-08-18|NE-083","B2026-08-18","NE-083","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el tratamiento basado en métodos psicológicos y una relación profesional?","Psicoterapia.","Existen enfoques con evidencia para distintos problemas y contextos.","active","curated","83","B2026-08-18|000083|NE-083"
"B2026-08-18|NE-084","B2026-08-18","NE-084","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué terapia trabaja sobre patrones de pensamiento y conducta para aliviar problemas psicológicos?","Terapia cognitivo-conductual.","Suele usar objetivos, práctica y evaluación estructurada.","active","curated","84","B2026-08-18|000084|NE-084"
"B2026-08-18|NE-085","B2026-08-18","NE-085","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué teoría del desarrollo propuso fases sensoriomotora, preoperacional, operaciones concretas y formales?","Etapas de Piaget.","Jean Piaget describió cambios cualitativos en el razonamiento infantil.","active","curated","85","B2026-08-18|000085|NE-085"
"B2026-08-18|NE-086","B2026-08-18","NE-086","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué teoría de John Bowlby estudia los vínculos emocionales tempranos con cuidadores?","Teoría del apego.","Mary Ainsworth desarrolló métodos para observar patrones de apego.","active","curated","86","B2026-08-18|000086|NE-086"
"B2026-08-18|NE-087","B2026-08-18","NE-087","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué teoría de Albert Bandura destaca aprender observando modelos?","Aprendizaje social.","El experimento del muñeco Bobo mostró imitación de conductas observadas.","active","curated","87","B2026-08-18|000087|NE-087"
"B2026-08-18|NE-088","B2026-08-18","NE-088","NE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué fenómeno reduce la probabilidad de ayudar cuando hay más testigos presentes?","Efecto espectador.","La difusión de responsabilidad es una explicación importante.","active","curated","88","B2026-08-18|000088|NE-088"
