"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|AL-014","B2026-08-18","AL-014","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué escultor renacentista creó el célebre «David» de mármol conservado en Florencia?","Miguel Ángel.","Miguel Ángel esculpió el David entre 1501 y 1504 a partir de un gran bloque de mármol.","retired","administrada","15","B2026-08-18|000015|AL-014"
"B2026-08-18|AL-015","B2026-08-18","AL-015","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «El maestro y Margarita»?","Mijaíl Bulgákov.","La novela satírica de Bulgákov, escrita en la época soviética, fue publicada de forma póstuma.","retired","administrada","13","B2026-08-18|000013|AL-015"
"B2026-08-18|AL-016","B2026-08-18","AL-016","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué pintor flamenco realizó «El matrimonio Arnolfini»?","Jan van Eyck.","La pintura de 1434 es una de las obras más conocidas de la escuela flamenca del siglo XV.","retired","administrada","3","B2026-08-18|000003|AL-016"
"B2026-08-18|AL-017","B2026-08-18","AL-017","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué artista japonés creó la estampa «La gran ola de Kanagawa»?","Katsushika Hokusai.","La estampa forma parte de la serie «Treinta y seis vistas del monte Fuji», publicada en el periodo Edo.","active","no administrada","16","B2026-08-18|000016|AL-017"
"B2026-08-18|AL-018","B2026-08-18","AL-018","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué escritor portugués creó heterónimos como Álvaro de Campos, Ricardo Reis y Alberto Caeiro?","Fernando Pessoa.","Pessoa desarrolló autores ficticios con biografías, estilos y visiones del mundo propios.","active","no administrada","17","B2026-08-18|000017|AL-018"
"B2026-08-18|AL-019","B2026-08-18","AL-019","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué pintor barroco sevillano es autor de la vanitas «In ictu oculi»?","Juan de Valdés Leal.","Valdés Leal pintó esta alegoría de la fugacidad de la vida para el Hospital de la Caridad de Sevilla.","retired","administrada","8","B2026-08-18|000008|AL-019"
"B2026-08-18|AL-020","B2026-08-18","AL-020","AL","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué escritor siciliano es autor de la novela «El Gatopardo» («Il Gattopardo»)?","Giuseppe Tomasi di Lampedusa.","La novela, publicada póstumamente en 1958, retrata la transformación de la aristocracia siciliana durante el Risorgimento.","retired","administrada","4","B2026-08-18|000004|AL-020"
"B2026-08-18|AL-021","B2026-08-18","AL-021","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió la novela «El retrato de Dorian Gray»?","Oscar Wilde.","Publicada en 1890 y revisada en 1891, es la única novela de Oscar Wilde y una obra destacada del esteticismo finisecular.","active","no administrada","21","B2026-08-18|000021|AL-021"
"B2026-08-18|AL-022","B2026-08-18","AL-022","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué pintor francés llevó el puntillismo a una de sus expresiones más célebres con «Tarde de domingo en la isla de la Grande Jatte»?","Georges Seurat.","Seurat construyó la imagen mediante pequeños puntos de color y fue una figura central del neoimpresionismo.","active","no administrada","22","B2026-08-18|000022|AL-022"
"B2026-08-18|AL-023","B2026-08-18","AL-023","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Don Quijote de la Mancha»?","Miguel de Cervantes.","La obra fue escrita por Miguel de Cervantes.","active","curated","23","B2026-08-18|000023|AL-023"
"B2026-08-18|AL-024","B2026-08-18","AL-024","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Hamlet»?","William Shakespeare.","La obra fue escrita por William Shakespeare.","active","curated","24","B2026-08-18|000024|AL-024"
"B2026-08-18|AL-025","B2026-08-18","AL-025","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Orgullo y prejuicio»?","Jane Austen.","La obra fue escrita por Jane Austen.","active","curated","25","B2026-08-18|000025|AL-025"
"B2026-08-18|AL-026","B2026-08-18","AL-026","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Guerra y paz»?","León Tolstói.","La obra fue escrita por León Tolstói.","active","curated","26","B2026-08-18|000026|AL-026"
"B2026-08-18|AL-027","B2026-08-18","AL-027","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Los miserables»?","Victor Hugo.","La obra fue escrita por Victor Hugo.","active","curated","27","B2026-08-18|000027|AL-027"
"B2026-08-18|AL-028","B2026-08-18","AL-028","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «El extranjero»?","Albert Camus.","La obra fue escrita por Albert Camus.","active","curated","28","B2026-08-18|000028|AL-028"
"B2026-08-18|AL-029","B2026-08-18","AL-029","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Ulises»?","James Joyce.","La obra fue escrita por James Joyce.","active","curated","29","B2026-08-18|000029|AL-029"
"B2026-08-18|AL-030","B2026-08-18","AL-030","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «El nombre de la rosa»?","Umberto Eco.","La obra fue escrita por Umberto Eco.","active","curated","30","B2026-08-18|000030|AL-030"
"B2026-08-18|AL-031","B2026-08-18","AL-031","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Ficciones»?","Jorge Luis Borges.","La obra fue escrita por Jorge Luis Borges.","active","curated","31","B2026-08-18|000031|AL-031"
"B2026-08-18|AL-032","B2026-08-18","AL-032","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Pedro Páramo»?","Juan Rulfo.","La obra fue escrita por Juan Rulfo.","active","curated","32","B2026-08-18|000032|AL-032"
"B2026-08-18|AL-033","B2026-08-18","AL-033","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Rayuela»?","Julio Cortázar.","La obra fue escrita por Julio Cortázar.","active","curated","33","B2026-08-18|000033|AL-033"
"B2026-08-18|AL-034","B2026-08-18","AL-034","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Don Juan Tenorio»?","José Zorrilla.","La obra fue escrita por José Zorrilla.","active","curated","34","B2026-08-18|000034|AL-034"
"B2026-08-18|AL-035","B2026-08-18","AL-035","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Fortunata y Jacinta»?","Benito Pérez Galdós.","La obra fue escrita por Benito Pérez Galdós.","active","curated","35","B2026-08-18|000035|AL-035"
"B2026-08-18|AL-036","B2026-08-18","AL-036","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Campos de Castilla»?","Antonio Machado.","La obra fue escrita por Antonio Machado.","active","curated","36","B2026-08-18|000036|AL-036"
"B2026-08-18|AL-037","B2026-08-18","AL-037","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Romancero gitano»?","Federico García Lorca.","La obra fue escrita por Federico García Lorca.","active","curated","37","B2026-08-18|000037|AL-037"
"B2026-08-18|AL-038","B2026-08-18","AL-038","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Fuenteovejuna»?","Lope de Vega.","La obra fue escrita por Lope de Vega.","active","curated","38","B2026-08-18|000038|AL-038"
"B2026-08-18|AL-039","B2026-08-18","AL-039","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «La vida es sueño»?","Pedro Calderón de la Barca.","La obra fue escrita por Pedro Calderón de la Barca.","active","curated","39","B2026-08-18|000039|AL-039"
"B2026-08-18|AL-040","B2026-08-18","AL-040","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Frankenstein»?","Mary Shelley.","La obra fue escrita por Mary Shelley.","active","curated","40","B2026-08-18|000040|AL-040"
"B2026-08-18|AL-041","B2026-08-18","AL-041","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «1984»?","George Orwell.","La obra fue escrita por George Orwell.","active","curated","41","B2026-08-18|000041|AL-041"
"B2026-08-18|AL-042","B2026-08-18","AL-042","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Moby-Dick»?","Herman Melville.","La obra fue escrita por Herman Melville.","active","curated","42","B2026-08-18|000042|AL-042"
"B2026-08-18|AL-043","B2026-08-18","AL-043","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Cumbres borrascosas»?","Emily Brontë.","La obra fue escrita por Emily Brontë.","active","curated","43","B2026-08-18|000043|AL-043"
"B2026-08-18|AL-044","B2026-08-18","AL-044","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Crimen y castigo»?","Fiódor Dostoyevski.","La obra fue escrita por Fiódor Dostoyevski.","active","curated","44","B2026-08-18|000044|AL-044"
"B2026-08-18|AL-045","B2026-08-18","AL-045","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «El príncipe»?","Nicolás Maquiavelo.","La obra fue escrita por Nicolás Maquiavelo.","active","curated","45","B2026-08-18|000045|AL-045"
"B2026-08-18|AL-046","B2026-08-18","AL-046","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «El principito»?","Antoine de Saint-Exupéry.","La obra fue escrita por Antoine de Saint-Exupéry.","active","curated","46","B2026-08-18|000046|AL-046"
"B2026-08-18|AL-047","B2026-08-18","AL-047","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «La Ilíada»?","Homero.","La obra fue escrita por Homero.","active","curated","47","B2026-08-18|000047|AL-047"
"B2026-08-18|AL-048","B2026-08-18","AL-048","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Hojas de hierba»?","Walt Whitman.","La obra fue escrita por Walt Whitman.","active","curated","48","B2026-08-18|000048|AL-048"
"B2026-08-18|AL-049","B2026-08-18","AL-049","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Poeta en Nueva York»?","Federico García Lorca.","La obra fue escrita por Federico García Lorca.","active","curated","49","B2026-08-18|000049|AL-049"
"B2026-08-18|AL-050","B2026-08-18","AL-050","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Nada»?","Carmen Laforet.","La obra fue escrita por Carmen Laforet.","active","curated","50","B2026-08-18|000050|AL-050"
"B2026-08-18|AL-051","B2026-08-18","AL-051","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «La casa de los espíritus»?","Isabel Allende.","La obra fue escrita por Isabel Allende.","active","curated","51","B2026-08-18|000051|AL-051"
"B2026-08-18|AL-052","B2026-08-18","AL-052","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «La colmena»?","Camilo José Cela.","La obra fue escrita por Camilo José Cela.","active","curated","52","B2026-08-18|000052|AL-052"
"B2026-08-18|AL-053","B2026-08-18","AL-053","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «El Aleph»?","Jorge Luis Borges.","La obra fue escrita por Jorge Luis Borges.","active","curated","53","B2026-08-18|000053|AL-053"
"B2026-08-18|AL-054","B2026-08-18","AL-054","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «La Odisea»?","Homero.","La obra fue escrita por Homero.","active","curated","54","B2026-08-18|000054|AL-054"
"B2026-08-18|AL-055","B2026-08-18","AL-055","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «Ana Karenina»?","León Tolstói.","La obra fue escrita por León Tolstói.","active","curated","55","B2026-08-18|000055|AL-055"
"B2026-08-18|AL-056","B2026-08-18","AL-056","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién escribió «El guardián entre el centeno»?","J. D. Salinger.","La obra fue escrita por J. D. Salinger.","active","curated","56","B2026-08-18|000056|AL-056"
"B2026-08-18|AL-057","B2026-08-18","AL-057","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Guernica»?","Pablo Picasso.","Pablo Picasso creó «Guernica»; la obra pertenece a su producción artística.","active","curated","57","B2026-08-18|000057|AL-057"
"B2026-08-18|AL-058","B2026-08-18","AL-058","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «La persistencia de la memoria»?","Salvador Dalí.","Salvador Dalí creó «La persistencia de la memoria»; la obra pertenece a su producción artística.","active","curated","58","B2026-08-18|000058|AL-058"
"B2026-08-18|AL-059","B2026-08-18","AL-059","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «La joven de la perla»?","Johannes Vermeer.","Johannes Vermeer creó «La joven de la perla»; la obra pertenece a su producción artística.","active","curated","59","B2026-08-18|000059|AL-059"
"B2026-08-18|AL-060","B2026-08-18","AL-060","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «El nacimiento de Venus»?","Sandro Botticelli.","Sandro Botticelli creó «El nacimiento de Venus»; la obra pertenece a su producción artística.","active","curated","60","B2026-08-18|000060|AL-060"
"B2026-08-18|AL-061","B2026-08-18","AL-061","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «El beso»?","Gustav Klimt.","Gustav Klimt creó «El beso»; la obra pertenece a su producción artística.","active","curated","61","B2026-08-18|000061|AL-061"
"B2026-08-18|AL-062","B2026-08-18","AL-062","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «La Libertad guiando al pueblo»?","Eugène Delacroix.","Eugène Delacroix creó «La Libertad guiando al pueblo»; la obra pertenece a su producción artística.","active","curated","62","B2026-08-18|000062|AL-062"
"B2026-08-18|AL-063","B2026-08-18","AL-063","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «El grito»?","Edvard Munch.","Edvard Munch creó «El grito»; la obra pertenece a su producción artística.","active","curated","63","B2026-08-18|000063|AL-063"
"B2026-08-18|AL-064","B2026-08-18","AL-064","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «American Gothic»?","Grant Wood.","Grant Wood creó «American Gothic»; la obra pertenece a su producción artística.","active","curated","64","B2026-08-18|000064|AL-064"
"B2026-08-18|AL-065","B2026-08-18","AL-065","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Las señoritas de Aviñón»?","Pablo Picasso.","Pablo Picasso creó «Las señoritas de Aviñón»; la obra pertenece a su producción artística.","active","curated","65","B2026-08-18|000065|AL-065"
"B2026-08-18|AL-066","B2026-08-18","AL-066","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «El pensador»?","Auguste Rodin.","Auguste Rodin creó «El pensador»; la obra pertenece a su producción artística.","active","curated","66","B2026-08-18|000066|AL-066"
"B2026-08-18|AL-067","B2026-08-18","AL-067","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «La ronda de noche»?","Rembrandt.","Rembrandt creó «La ronda de noche»; la obra pertenece a su producción artística.","active","curated","67","B2026-08-18|000067|AL-067"
"B2026-08-18|AL-068","B2026-08-18","AL-068","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «El jardín de las delicias»?","El Bosco.","El Bosco creó «El jardín de las delicias»; la obra pertenece a su producción artística.","active","curated","68","B2026-08-18|000068|AL-068"
"B2026-08-18|AL-069","B2026-08-18","AL-069","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Olympia»?","Édouard Manet.","Édouard Manet creó «Olympia»; la obra pertenece a su producción artística.","active","curated","69","B2026-08-18|000069|AL-069"
"B2026-08-18|AL-070","B2026-08-18","AL-070","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Los jugadores de cartas»?","Paul Cézanne.","Paul Cézanne creó «Los jugadores de cartas»; la obra pertenece a su producción artística.","active","curated","70","B2026-08-18|000070|AL-070"
"B2026-08-18|AL-071","B2026-08-18","AL-071","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Las dos Fridas»?","Frida Kahlo.","Frida Kahlo creó «Las dos Fridas»; la obra pertenece a su producción artística.","active","curated","71","B2026-08-18|000071|AL-071"
"B2026-08-18|AL-072","B2026-08-18","AL-072","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «La balsa de la Medusa»?","Théodore Géricault.","Théodore Géricault creó «La balsa de la Medusa»; la obra pertenece a su producción artística.","active","curated","72","B2026-08-18|000072|AL-072"
"B2026-08-18|AL-073","B2026-08-18","AL-073","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Los embajadores»?","Hans Holbein el Joven.","Hans Holbein el Joven creó «Los embajadores»; la obra pertenece a su producción artística.","active","curated","73","B2026-08-18|000073|AL-073"
"B2026-08-18|AL-074","B2026-08-18","AL-074","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Apolo y Dafne»?","Gian Lorenzo Bernini.","Gian Lorenzo Bernini creó «Apolo y Dafne»; la obra pertenece a su producción artística.","active","curated","74","B2026-08-18|000074|AL-074"
"B2026-08-18|AL-075","B2026-08-18","AL-075","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «El caminante sobre el mar de nubes»?","Caspar David Friedrich.","Caspar David Friedrich creó «El caminante sobre el mar de nubes»; la obra pertenece a su producción artística.","active","curated","75","B2026-08-18|000075|AL-075"
"B2026-08-18|AL-076","B2026-08-18","AL-076","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué artista creó «Nighthawks»?","Edward Hopper.","Edward Hopper creó «Nighthawks»; la obra pertenece a su producción artística.","active","curated","76","B2026-08-18|000076|AL-076"
"B2026-08-18|AL-077","B2026-08-18","AL-077","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el poema japonés tradicional formado habitualmente por versos de 5, 7 y 5 moras?","Haiku.","El haiku clásico condensa una imagen o instante en una estructura breve de tres segmentos.","active","curated","77","B2026-08-18|000077|AL-077"
"B2026-08-18|AL-078","B2026-08-18","AL-078","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el verso de catorce sílabas métricas, frecuente en la poesía castellana?","Verso alejandrino.","El alejandrino suele dividirse en dos hemistiquios de siete sílabas.","active","curated","78","B2026-08-18|000078|AL-078"
"B2026-08-18|AL-079","B2026-08-18","AL-079","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué figura literaria identifica un término real con otro imaginario sin usar un nexo comparativo?","Metáfora.","La metáfora traslada significado por semejanza implícita.","active","curated","79","B2026-08-18|000079|AL-079"
"B2026-08-18|AL-080","B2026-08-18","AL-080","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué figura retórica repite sonidos semejantes para producir un efecto expresivo?","Aliteración.","La aliteración se basa en la reiteración perceptible de fonemas.","active","curated","80","B2026-08-18|000080|AL-080"
"B2026-08-18|AL-081","B2026-08-18","AL-081","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama la palabra que imita un sonido, como «tic-tac»?","Onomatopeya.","Las onomatopeyas reproducen lingüísticamente sonidos reales o imaginados.","active","curated","81","B2026-08-18|000081|AL-081"
"B2026-08-18|AL-082","B2026-08-18","AL-082","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué técnica pictórica modela las formas mediante fuertes contrastes de luz y sombra?","Claroscuro.","El claroscuro emplea gradaciones tonales para sugerir volumen y dramatismo.","active","curated","82","B2026-08-18|000082|AL-082"
"B2026-08-18|AL-083","B2026-08-18","AL-083","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué técnica mural aplica pigmentos sobre una capa de enlucido todavía húmeda?","Fresco.","Al secarse el mortero, los pigmentos quedan integrados en la pared.","active","curated","83","B2026-08-18|000083|AL-083"
"B2026-08-18|AL-084","B2026-08-18","AL-084","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué vanguardia artística descompone los objetos en formas geométricas y múltiples puntos de vista?","Cubismo.","El cubismo fue desarrollado, entre otros, por Picasso y Braque.","active","curated","84","B2026-08-18|000084|AL-084"
"B2026-08-18|AL-085","B2026-08-18","AL-085","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué movimiento artístico y literario exploró el sueño y el inconsciente desde la década de 1920?","Surrealismo.","El surrealismo buscó liberar la imaginación de la lógica cotidiana.","active","curated","85","B2026-08-18|000085|AL-085"
"B2026-08-18|AL-086","B2026-08-18","AL-086","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué recurso permite representar profundidad en una superficie plana mediante líneas que convergen?","Perspectiva lineal.","La perspectiva lineal organiza el espacio alrededor de uno o varios puntos de fuga.","active","curated","86","B2026-08-18|000086|AL-086"
"B2026-08-18|AL-087","B2026-08-18","AL-087","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama la postura escultórica en la que el peso del cuerpo descansa principalmente sobre una pierna?","Contrapposto.","El contrapposto genera una asimetría equilibrada entre caderas y hombros.","active","curated","87","B2026-08-18|000087|AL-087"
"B2026-08-18|AL-088","B2026-08-18","AL-088","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el poema cuya disposición gráfica forma una imagen relacionada con su contenido?","Caligrama.","En el caligrama, tipografía y significado visual funcionan conjuntamente.","active","curated","88","B2026-08-18|000088|AL-088"
"B2026-08-18|AL-089","B2026-08-18","AL-089","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué género dramático clásico presenta un conflicto grave que suele conducir a un desenlace funesto?","Tragedia.","La tragedia aborda conflictos humanos de gran intensidad y consecuencias irreversibles.","active","curated","89","B2026-08-18|000089|AL-089"
"B2026-08-18|AL-090","B2026-08-18","AL-090","AL","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el narrador que conoce los pensamientos y acciones de todos los personajes?","Narrador omnisciente.","Este narrador dispone de conocimiento total sobre el mundo narrado.","active","curated","90","B2026-08-18|000090|AL-090"
"B2026-08-18|AL-091","B2026-08-18","AL-091","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «Pálido fuego»?","Vladimir Nabokov.","La obra fue escrita por Vladimir Nabokov.","active","curated","91","B2026-08-18|000091|AL-091"
"B2026-08-18|AL-092","B2026-08-18","AL-092","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «El hombre sin atributos»?","Robert Musil.","La obra fue escrita por Robert Musil.","active","curated","92","B2026-08-18|000092|AL-092"
"B2026-08-18|AL-093","B2026-08-18","AL-093","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «El túnel»?","Ernesto Sabato.","La obra fue escrita por Ernesto Sabato.","active","curated","93","B2026-08-18|000093|AL-093"
"B2026-08-18|AL-094","B2026-08-18","AL-094","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «Libro del desasosiego»?","Fernando Pessoa.","La obra fue escrita por Fernando Pessoa.","active","curated","94","B2026-08-18|000094|AL-094"
"B2026-08-18|AL-095","B2026-08-18","AL-095","AL","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Quién escribió «Ensayo sobre la ceguera»?","José Saramago.","La obra fue escrita por José Saramago.","active","curated","95","B2026-08-18|000095|AL-095"
