"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|IN-012","B2026-08-18","IN-012","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama la versión segura de HTTP que cifra la comunicación mediante TLS?","HTTPS.","HTTPS combina HTTP con una capa criptográfica que protege los datos durante la transmisión.","active","no administrada","15","B2026-08-18|000015|IN-012"
"B2026-08-18|IN-013","B2026-08-18","IN-013","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura de datos sigue el principio LIFO: el último elemento en entrar es el primero en salir?","La pila (stack).","Las pilas operan de forma LIFO, como una pila física de objetos.","active","no administrada","16","B2026-08-18|000016|IN-013"
"B2026-08-18|IN-014","B2026-08-18","IN-014","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama un ataque que intenta saturar un servicio con tráfico procedente de numerosos equipos coordinados?","Ataque DDoS.","Un ataque distribuido de denegación de servicio usa múltiples orígenes para agotar los recursos de un objetivo.","retired","administrada","2","B2026-08-18|000002|IN-014"
"B2026-08-18|IN-015","B2026-08-18","IN-015","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué informático propuso en 1970 el modelo relacional de bases de datos?","Edgar F. Codd.","Codd formuló el modelo relacional que está en la base conceptual de los sistemas SQL modernos.","active","no administrada","13","B2026-08-18|000013|IN-015"
"B2026-08-18|IN-016","B2026-08-18","IN-016","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿De qué tres apellidos proceden las siglas del algoritmo criptográfico RSA?","Rivest, Shamir y Adleman.","RSA fue publicado por Ron Rivest, Adi Shamir y Leonard Adleman en 1977.","active","no administrada","10","B2026-08-18|000010|IN-016"
"B2026-08-18|IN-017","B2026-08-18","IN-017","IN","S_DIFICULTAD_TRIVIAL_V1|AUT","¿Qué asociación profesional concede el Premio Turing, uno de los máximos reconocimientos de la informática?","La ACM (Association for Computing Machinery).","La ACM concede anualmente el Premio A. M. Turing por contribuciones fundamentales a la computación.","retired","administrada","5","B2026-08-18|000005|IN-017"
"B2026-08-18|IN-019","B2026-08-18","IN-019","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Qué investigador acuñó en la década de 1960 el término «hipertexto»?","Ted Nelson.","Nelson popularizó el concepto de hipertexto dentro de su proyecto Xanadu.","active","no administrada","11","B2026-08-18|000011|IN-019"
"B2026-08-18|IN-020","B2026-08-18","IN-020","IN","S_DIFICULTAD_TRIVIAL_V1|NIC","¿Cómo se conoce el gusano informático de 1988, creado por Robert Tappan Morris, que infectó miles de sistemas conectados a Internet?","El gusano Morris.","Fue uno de los primeros gusanos de Internet en causar una interrupción a gran escala y tuvo gran impacto en la seguridad informática.","retired","administrada","1","B2026-08-18|000001|IN-020"
"B2026-08-18|IN-021","B2026-08-18","IN-021","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué protocolo se utiliza habitualmente para iniciar una sesión remota cifrada en otro ordenador desde una terminal?","SSH.","SSH permite administrar sistemas remotos mediante una conexión cifrada y autenticada.","active","no administrada","21","B2026-08-18|000021|IN-021"
"B2026-08-18|IN-022","B2026-08-18","IN-022","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué componente está especializado en procesar gráficos y muchas operaciones paralelas?","GPU.","Una GPU contiene numerosos núcleos adecuados para cargas paralelizables.","active","curated","22","B2026-08-18|000022|IN-022"
"B2026-08-18|IN-023","B2026-08-18","IN-023","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tipo de unidad de almacenamiento usa memoria flash y no tiene piezas mecánicas móviles?","SSD.","Un SSD suele ofrecer menor latencia que un disco duro magnético.","active","curated","23","B2026-08-18|000023|IN-023"
"B2026-08-18|IN-024","B2026-08-18","IN-024","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tipo de memoria se diseñó originalmente para conservar datos aun sin alimentación?","ROM.","La memoria ROM se usa para datos o firmware que deben persistir.","active","curated","24","B2026-08-18|000024|IN-024"
"B2026-08-18|IN-025","B2026-08-18","IN-025","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué circuito principal conecta procesador, memoria, almacenamiento y periféricos de un ordenador?","Placa base.","La placa base proporciona buses, conectores y alimentación a los componentes.","active","curated","25","B2026-08-18|000025|IN-025"
"B2026-08-18|IN-026","B2026-08-18","IN-026","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué memoria pequeña y rápida guarda datos usados recientemente cerca del procesador?","Memoria caché.","La caché reduce el tiempo medio de acceso a memoria.","active","curated","26","B2026-08-18|000026|IN-026"
"B2026-08-18|IN-027","B2026-08-18","IN-027","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos bits contiene un byte?","Ocho bits.","El byte moderno se define normalmente como un grupo de ocho bits.","active","curated","27","B2026-08-18|000027|IN-027"
"B2026-08-18|IN-028","B2026-08-18","IN-028","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuál es la unidad mínima de información binaria?","Bit.","Un bit puede representar uno de dos valores, convencionalmente 0 o 1.","active","curated","28","B2026-08-18|000028|IN-028"
"B2026-08-18|IN-029","B2026-08-18","IN-029","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estándar conecta y alimenta numerosos periféricos mediante un bus serie universal?","USB.","USB significa Universal Serial Bus.","active","curated","29","B2026-08-18|000029|IN-029"
"B2026-08-18|IN-030","B2026-08-18","IN-030","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué interfaz digital transmite audio y vídeo por un mismo cable en muchos dispositivos?","HDMI.","HDMI significa High-Definition Multimedia Interface.","active","curated","30","B2026-08-18|000030|IN-030"
"B2026-08-18|IN-031","B2026-08-18","IN-031","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el software de bajo nivel almacenado en un dispositivo para controlar su hardware?","Firmware.","El firmware proporciona funciones básicas y puede actualizarse.","active","curated","31","B2026-08-18|000031|IN-031"
"B2026-08-18|IN-032","B2026-08-18","IN-032","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama un dispositivo conectado a un ordenador para entrada, salida o almacenamiento?","Periférico.","Teclados, pantallas e impresoras son periféricos.","active","curated","32","B2026-08-18|000032|IN-032"
"B2026-08-18|IN-033","B2026-08-18","IN-033","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué dispositivo dirige paquetes entre redes distintas?","Router.","Un router consulta tablas de encaminamiento para elegir el siguiente salto.","active","curated","33","B2026-08-18|000033|IN-033"
"B2026-08-18|IN-034","B2026-08-18","IN-034","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué dispositivo conecta equipos dentro de una red local y reenvía tramas según direcciones MAC?","Switch.","Un switch Ethernet aprende qué direcciones están asociadas a cada puerto.","active","curated","34","B2026-08-18|000034|IN-034"
"B2026-08-18|IN-035","B2026-08-18","IN-035","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué dispositivo modula y demodula señales para comunicar datos a través de un medio de acceso?","Módem.","El nombre procede de «modulador-demodulador».","active","curated","35","B2026-08-18|000035|IN-035"
"B2026-08-18|IN-036","B2026-08-18","IN-036","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué identificador de capa de enlace se asigna a una interfaz de red?","Dirección MAC.","Ethernet usa direcciones MAC para entregar tramas en la red local.","active","curated","36","B2026-08-18|000036|IN-036"
"B2026-08-18|IN-037","B2026-08-18","IN-037","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama un nombre asociado a un valor que un programa puede consultar o modificar?","Variable.","Las variables permiten representar el estado de un programa.","active","curated","37","B2026-08-18|000037|IN-037"
"B2026-08-18|IN-038","B2026-08-18","IN-038","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama un bloque reutilizable de código que puede recibir argumentos y devolver un resultado?","Función.","Las funciones encapsulan comportamiento y reducen repetición.","active","curated","38","B2026-08-18|000038|IN-038"
"B2026-08-18|IN-039","B2026-08-18","IN-039","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura repite un bloque de instrucciones mientras se cumpla una condición o para una colección?","Bucle.","Los bucles automatizan tareas repetitivas.","active","curated","39","B2026-08-18|000039|IN-039"
"B2026-08-18|IN-040","B2026-08-18","IN-040","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura elige entre caminos de ejecución según una condición?","Condicional.","Construcciones como «if» permiten expresar decisiones.","active","curated","40","B2026-08-18|000040|IN-040"
"B2026-08-18|IN-041","B2026-08-18","IN-041","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama una secuencia finita de pasos para resolver un problema?","Algoritmo.","Un algoritmo debe especificar operaciones y una condición de terminación.","active","curated","41","B2026-08-18|000041|IN-041"
"B2026-08-18|IN-042","B2026-08-18","IN-042","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué término informal designa un defecto que provoca un comportamiento incorrecto en un programa?","Bug.","Depurar consiste en localizar y corregir bugs.","active","curated","42","B2026-08-18|000042|IN-042"
"B2026-08-18|IN-043","B2026-08-18","IN-043","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el texto de un programa escrito en un lenguaje de programación?","Código fuente.","El código fuente puede compilarse o interpretarse para ejecutarse.","active","curated","43","B2026-08-18|000043|IN-043"
"B2026-08-18|IN-044","B2026-08-18","IN-044","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué programa ejecuta o evalúa código sin requerir siempre un ejecutable compilado previamente?","Intérprete.","Un intérprete procesa instrucciones según la semántica del lenguaje.","active","curated","44","B2026-08-18|000044|IN-044"
"B2026-08-18|IN-045","B2026-08-18","IN-045","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué siglas designan un entorno que integra editor, ejecución y herramientas de desarrollo?","IDE.","IDE significa Integrated Development Environment.","active","curated","45","B2026-08-18|000045|IN-045"
"B2026-08-18|IN-046","B2026-08-18","IN-046","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué sistema distribuido de control de versiones creó Linus Torvalds en 2005?","Git.","Git registra cambios y permite trabajar con ramas y repositorios distribuidos.","active","curated","46","B2026-08-18|000046|IN-046"
"B2026-08-18|IN-047","B2026-08-18","IN-047","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el almacén que contiene archivos y el historial de un proyecto bajo control de versiones?","Repositorio.","Un repositorio reúne contenido, commits, ramas y metadatos.","active","curated","47","B2026-08-18|000047|IN-047"
"B2026-08-18|IN-048","B2026-08-18","IN-048","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama una línea independiente de desarrollo en un sistema de control de versiones?","Rama.","Las ramas permiten aislar cambios y fusionarlos posteriormente.","active","curated","48","B2026-08-18|000048|IN-048"
"B2026-08-18|IN-049","B2026-08-18","IN-049","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama una instantánea identificada del estado de un proyecto en Git?","Commit.","Cada commit referencia su contenido y sus commits padre.","active","curated","49","B2026-08-18|000049|IN-049"
"B2026-08-18|IN-050","B2026-08-18","IN-050","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el software cuyo código fuente se publica bajo una licencia que permite estudiarlo y modificarlo?","Código abierto.","Las licencias concretas determinan las condiciones de uso y redistribución.","active","curated","50","B2026-08-18|000050|IN-050"
"B2026-08-18|IN-051","B2026-08-18","IN-051","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué paradigma organiza programas alrededor de objetos con estado y comportamiento?","Programación orientada a objetos.","Clases, encapsulación y polimorfismo son conceptos frecuentes del paradigma.","active","curated","51","B2026-08-18|000051|IN-051"
"B2026-08-18|IN-052","B2026-08-18","IN-052","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama una plantilla que define atributos y métodos para crear objetos?","Clase.","Una instancia es un objeto concreto creado a partir de una clase.","active","curated","52","B2026-08-18|000052|IN-052"
"B2026-08-18|IN-053","B2026-08-18","IN-053","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué técnica usa una función que se invoca a sí misma con un caso más pequeño?","Recursión.","Una definición recursiva necesita uno o más casos base.","active","curated","53","B2026-08-18|000053|IN-053"
"B2026-08-18|IN-054","B2026-08-18","IN-054","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura almacena una secuencia indexada de elementos?","Array o arreglo.","Los arrays suelen permitir acceso por posición.","active","curated","54","B2026-08-18|000054|IN-054"
"B2026-08-18|IN-055","B2026-08-18","IN-055","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura de datos sigue el principio FIFO, primero en entrar y primero en salir?","Cola.","Las colas modelan turnos y tareas pendientes.","active","curated","55","B2026-08-18|000055|IN-055"
"B2026-08-18|IN-056","B2026-08-18","IN-056","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tipo de dato representa normalmente los valores verdadero y falso?","Booleano.","Los booleanos se usan en condiciones y operaciones lógicas.","active","curated","56","B2026-08-18|000056|IN-056"
"B2026-08-18|IN-057","B2026-08-18","IN-057","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué siglas identifican la dirección de un recurso en la web?","URL.","URL significa Uniform Resource Locator.","active","curated","57","B2026-08-18|000057|IN-057"
"B2026-08-18|IN-058","B2026-08-18","IN-058","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué lenguaje de marcado estructura el contenido de una página web?","HTML.","HTML define elementos como encabezados, enlaces, imágenes y formularios.","active","curated","58","B2026-08-18|000058|IN-058"
"B2026-08-18|IN-059","B2026-08-18","IN-059","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué lenguaje describe la presentación visual de documentos web?","CSS.","CSS controla diseño, colores, tipografía y adaptación a pantallas.","active","curated","59","B2026-08-18|000059|IN-059"
"B2026-08-18|IN-060","B2026-08-18","IN-060","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué lenguaje se ejecuta de forma nativa en los navegadores para añadir comportamiento a una página?","JavaScript.","JavaScript también se usa fuera del navegador en servidores y herramientas.","active","curated","60","B2026-08-18|000060|IN-060"
"B2026-08-18|IN-061","B2026-08-18","IN-061","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué protocolo de transporte ofrece un flujo fiable y ordenado entre dos extremos?","TCP.","TCP confirma datos y retransmite segmentos perdidos.","active","curated","61","B2026-08-18|000061|IN-061"
"B2026-08-18|IN-062","B2026-08-18","IN-062","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué protocolo de transporte envía datagramas sin establecer una conexión fiable?","UDP.","UDP reduce sobrecarga, pero no garantiza entrega ni orden.","active","curated","62","B2026-08-18|000062|IN-062"
"B2026-08-18|IN-063","B2026-08-18","IN-063","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué identificador numérico permite localizar una interfaz dentro de una red IP?","Dirección IP.","Los routers usan direcciones IP para encaminar paquetes.","active","curated","63","B2026-08-18|000063|IN-063"
"B2026-08-18|IN-064","B2026-08-18","IN-064","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos bits tiene una dirección IPv4?","32 bits.","IPv4 ofrece aproximadamente 4,29 mil millones de combinaciones.","active","curated","64","B2026-08-18|000064|IN-064"
"B2026-08-18|IN-065","B2026-08-18","IN-065","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos bits tiene una dirección IPv6?","128 bits.","El gran espacio de IPv6 permite muchísimas más direcciones que IPv4.","active","curated","65","B2026-08-18|000065|IN-065"
"B2026-08-18|IN-066","B2026-08-18","IN-066","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué aplicación solicita, interpreta y muestra páginas de la World Wide Web?","Navegador web.","El navegador procesa HTML, CSS y JavaScript.","active","curated","66","B2026-08-18|000066|IN-066"
"B2026-08-18|IN-067","B2026-08-18","IN-067","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué pequeño dato guarda un sitio en el navegador para mantener estado entre solicitudes?","Cookie.","Las cookies pueden conservar sesiones o preferencias y deben protegerse adecuadamente.","active","curated","67","B2026-08-18|000067|IN-067"
"B2026-08-18|IN-068","B2026-08-18","IN-068","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué almacenamiento temporal reutiliza respuestas para reducir latencia y tráfico?","Caché web.","Las cabeceras HTTP indican cuándo un recurso puede reutilizarse.","active","curated","68","B2026-08-18|000068|IN-068"
"B2026-08-18|IN-069","B2026-08-18","IN-069","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué identificador legible, como «example.org», se asocia mediante DNS a servicios de red?","Nombre de dominio.","Los nombres de dominio se organizan jerárquicamente.","active","curated","69","B2026-08-18|000069|IN-069"
"B2026-08-18|IN-070","B2026-08-18","IN-070","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué protocolo criptográfico protege comunicaciones de red como HTTPS?","TLS.","TLS aporta cifrado, integridad y autenticación del servidor.","active","curated","70","B2026-08-18|000070|IN-070"
"B2026-08-18|IN-071","B2026-08-18","IN-071","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué protocolo clásico se diseñó para transferir archivos entre un cliente y un servidor?","FTP.","FTP no cifra por defecto las credenciales ni el contenido.","active","curated","71","B2026-08-18|000071|IN-071"
"B2026-08-18|IN-072","B2026-08-18","IN-072","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tecnología conecta dispositivos a redes locales mediante radio según la familia IEEE 802.11?","Wi-Fi.","Wi-Fi evita el cable físico en el tramo de acceso local.","active","curated","72","B2026-08-18|000072|IN-072"
"B2026-08-18|IN-073","B2026-08-18","IN-073","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué siglas designan una red de área local?","LAN.","Una LAN cubre normalmente un hogar, oficina o edificio.","active","curated","73","B2026-08-18|000073|IN-073"
"B2026-08-18|IN-074","B2026-08-18","IN-074","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué siglas designan una red de área extensa?","WAN.","Una WAN conecta redes a través de grandes distancias.","active","curated","74","B2026-08-18|000074|IN-074"
"B2026-08-18|IN-075","B2026-08-18","IN-075","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el suministro bajo demanda de recursos informáticos a través de una red?","Computación en la nube.","La nube permite ajustar capacidad sin poseer todo el hardware local.","active","curated","75","B2026-08-18|000075|IN-075"
"B2026-08-18|IN-076","B2026-08-18","IN-076","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué siglas designan una interfaz definida para que programas se comuniquen entre sí?","API.","Una API especifica operaciones, formatos y reglas de interacción.","active","curated","76","B2026-08-18|000076|IN-076"
"B2026-08-18|IN-077","B2026-08-18","IN-077","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama una colección organizada de datos gestionada para su consulta y actualización?","Base de datos.","Un sistema gestor controla almacenamiento, consultas, integridad y concurrencia.","active","curated","77","B2026-08-18|000077|IN-077"
"B2026-08-18|IN-078","B2026-08-18","IN-078","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué lenguaje se usa ampliamente para definir y consultar bases de datos relacionales?","SQL.","SQL significa Structured Query Language.","active","curated","78","B2026-08-18|000078|IN-078"
"B2026-08-18|IN-079","B2026-08-18","IN-079","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura de una base relacional organiza datos en filas y columnas?","Tabla.","Cada tabla representa una relación con atributos definidos.","active","curated","79","B2026-08-18|000079|IN-079"
"B2026-08-18|IN-080","B2026-08-18","IN-080","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama cada elemento individual almacenado en una tabla relacional?","Fila o registro.","Una fila contiene un valor por cada columna de la tabla.","active","curated","80","B2026-08-18|000080|IN-080"
"B2026-08-18|IN-081","B2026-08-18","IN-081","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué restricción referencia una clave de otra tabla para mantener relaciones?","Clave foránea.","Las claves foráneas ayudan a garantizar integridad referencial.","active","curated","81","B2026-08-18|000081|IN-081"
"B2026-08-18|IN-082","B2026-08-18","IN-082","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estructura auxiliar acelera búsquedas en una base de datos a costa de espacio y mantenimiento?","Índice.","Un índice evita revisar todas las filas para muchas consultas.","active","curated","82","B2026-08-18|000082|IN-082"
"B2026-08-18|IN-083","B2026-08-18","IN-083","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama una copia de datos destinada a recuperarlos tras pérdida o corrupción?","Copia de seguridad.","Una estrategia de backup debe probar también la restauración.","active","curated","83","B2026-08-18|000083|IN-083"
"B2026-08-18|IN-084","B2026-08-18","IN-084","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué proceso transforma datos mediante una clave para impedir que terceros los lean?","Cifrado.","El descifrado recupera la información con la clave adecuada.","active","curated","84","B2026-08-18|000084|IN-084"
"B2026-08-18|IN-085","B2026-08-18","IN-085","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué función produce una huella de tamaño fijo a partir de datos de longitud arbitraria?","Función hash.","Las funciones hash criptográficas buscan resistencia a colisiones y preimágenes.","active","curated","85","B2026-08-18|000085|IN-085"
"B2026-08-18|IN-086","B2026-08-18","IN-086","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué término general agrupa software diseñado con fines dañinos?","Malware.","Virus, gusanos, troyanos y ransomware son clases de malware.","active","curated","86","B2026-08-18|000086|IN-086"
"B2026-08-18|IN-087","B2026-08-18","IN-087","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué malware se inserta en archivos o programas y se replica al ejecutarlos?","Virus informático.","Un virus suele necesitar que el archivo infectado se ejecute.","active","curated","87","B2026-08-18|000087|IN-087"
"B2026-08-18|IN-088","B2026-08-18","IN-088","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué fraude suplanta una entidad confiable para robar credenciales o datos?","Phishing.","El phishing suele usar mensajes y sitios falsificados.","active","curated","88","B2026-08-18|000088|IN-088"
"B2026-08-18|IN-089","B2026-08-18","IN-089","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué sistema filtra tráfico de red según reglas de seguridad?","Cortafuegos.","Un cortafuegos puede permitir, bloquear o registrar conexiones.","active","curated","89","B2026-08-18|000089|IN-089"
"B2026-08-18|IN-090","B2026-08-18","IN-090","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué método exige pruebas de dos o más categorías de autenticación?","Autenticación multifactor.","Combinar contraseña con un dispositivo reduce el riesgo de una credencial robada.","active","curated","90","B2026-08-18|000090|IN-090"
"B2026-08-18|IN-091","B2026-08-18","IN-091","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué herramienta genera y guarda credenciales únicas en una bóveda protegida?","Gestor de contraseñas.","Permite evitar la reutilización de contraseñas entre servicios.","active","curated","91","B2026-08-18|000091|IN-091"
"B2026-08-18|IN-092","B2026-08-18","IN-092","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué proceso reduce el tamaño de los datos mediante una representación más eficiente?","Compresión.","La compresión puede ser sin pérdida o con pérdida.","active","curated","92","B2026-08-18|000092|IN-092"
"B2026-08-18|IN-093","B2026-08-18","IN-093","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué formato de archivo agrupa y comprime uno o varios ficheros?","ZIP.","ZIP admite compresión sin pérdida y una estructura de archivo contenedor.","active","curated","93","B2026-08-18|000093|IN-093"
"B2026-08-18|IN-094","B2026-08-18","IN-094","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué formato textual representa datos mediante objetos, arrays y valores simples?","JSON.","JSON es independiente del lenguaje y se usa mucho en intercambio de datos.","active","curated","94","B2026-08-18|000094|IN-094"
"B2026-08-18|IN-095","B2026-08-18","IN-095","IN","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué estándar asigna códigos a caracteres de sistemas de escritura de todo el mundo?","Unicode.","Codificaciones como UTF-8 representan los puntos de código Unicode en bytes.","active","curated","95","B2026-08-18|000095|IN-095"
