"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|HI-024","B2026-08-18","HI-024","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué rey babilonio da nombre a uno de los códigos legales más famosos de la Antigüedad?","Hammurabi.","El Código de Hammurabi fue grabado en una estela durante el siglo XVIII a. C.","active","curated","24","B2026-08-18|000024|HI-024"
"B2026-08-18|HI-025","B2026-08-18","HI-025","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué batalla de 331 a. C. derrotó Alejandro Magno decisivamente a Darío III?","En Gaugamela.","La victoria abrió a Alejandro el control del núcleo del Imperio aqueménida.","active","curated","25","B2026-08-18|000025|HI-025"
"B2026-08-18|HI-026","B2026-08-18","HI-026","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué dos potencias se enfrentaron en las guerras púnicas?","Roma y Cartago.","Las tres guerras púnicas se disputaron entre los siglos III y II a. C.","active","curated","26","B2026-08-18|000026|HI-026"
"B2026-08-18|HI-027","B2026-08-18","HI-027","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué río cruzó Julio César en 49 a. C., iniciando una guerra civil romana?","El Rubicón.","Cruzar con su ejército quebrantó la prohibición de entrar armado en Italia.","active","curated","27","B2026-08-18|000027|HI-027"
"B2026-08-18|HI-028","B2026-08-18","HI-028","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién fue el primer emperador romano?","Augusto.","Octavio recibió el título de Augusto en 27 a. C.","active","curated","28","B2026-08-18|000028|HI-028"
"B2026-08-18|HI-029","B2026-08-18","HI-029","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué polis griega se desarrolló la democracia directa clásica?","Atenas.","Los ciudadanos varones participaban en la asamblea, aunque gran parte de la población quedaba excluida.","active","curated","29","B2026-08-18|000029|HI-029"
"B2026-08-18|HI-030","B2026-08-18","HI-030","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué batalla de 490 a. C. dio una victoria ateniense sobre el Imperio persa?","La batalla de Maratón.","La batalla formó parte de la primera guerra médica.","active","curated","30","B2026-08-18|000030|HI-030"
"B2026-08-18|HI-031","B2026-08-18","HI-031","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué emperador ordenó construir una muralla defensiva en el norte de Britania?","Adriano.","La muralla de Adriano comenzó a construirse en el año 122.","active","curated","31","B2026-08-18|000031|HI-031"
"B2026-08-18|HI-032","B2026-08-18","HI-032","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué gladiador encabezó una gran rebelión de esclavos contra Roma entre 73 y 71 a. C.?","Espartaco.","La revuelta es conocida como la tercera guerra servil.","active","curated","32","B2026-08-18|000032|HI-032"
"B2026-08-18|HI-033","B2026-08-18","HI-033","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué gobernante unificó China en 221 a. C. y se proclamó primer emperador?","Qin Shi Huang.","Fundó la dinastía Qin y estandarizó medidas, moneda y escritura.","active","curated","33","B2026-08-18|000033|HI-033"
"B2026-08-18|HI-034","B2026-08-18","HI-034","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué emperador maurya promovió el budismo tras la guerra de Kalinga?","Ashoka.","Sus edictos en piedra difundieron principios morales y administrativos.","active","curated","34","B2026-08-18|000034|HI-034"
"B2026-08-18|HI-035","B2026-08-18","HI-035","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué civilización mesoamericana creó centros como San Lorenzo y La Venta?","La olmeca.","La cultura olmeca floreció en la costa del golfo de México.","active","curated","35","B2026-08-18|000035|HI-035"
"B2026-08-18|HI-036","B2026-08-18","HI-036","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué civilización precolombina utilizó una escritura jeroglífica plenamente desarrollada en Mesoamérica?","La maya.","La escritura maya combinaba signos logográficos y silábicos.","active","curated","36","B2026-08-18|000036|HI-036"
"B2026-08-18|HI-037","B2026-08-18","HI-037","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué reina egipcia fue aliada de Julio César y Marco Antonio?","Cleopatra VII.","Fue la última soberana activa de la dinastía ptolemaica.","active","curated","37","B2026-08-18|000037|HI-037"
"B2026-08-18|HI-038","B2026-08-18","HI-038","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué rey franco fue coronado emperador en Roma el día de Navidad del año 800?","Carlomagno.","El papa León III realizó la coronación en la basílica de San Pedro.","active","curated","38","B2026-08-18|000038|HI-038"
"B2026-08-18|HI-039","B2026-08-18","HI-039","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué documento aceptó Juan sin Tierra en 1215 para limitar el poder real inglés?","La Carta Magna.","El acuerdo de Runnymede afirmó que el rey también estaba sujeto a la ley.","active","curated","39","B2026-08-18|000039|HI-039"
"B2026-08-18|HI-040","B2026-08-18","HI-040","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué ciudad conquistaron los cruzados en 1099 al culminar la Primera Cruzada?","Jerusalén.","Tras la toma se estableció el Reino latino de Jerusalén.","active","curated","40","B2026-08-18|000040|HI-040"
"B2026-08-18|HI-041","B2026-08-18","HI-041","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se conoce la pandemia que devastó Eurasia a mediados del siglo XIV?","La Peste Negra.","La pandemia causó una mortalidad extraordinaria entre 1347 y 1353.","active","curated","41","B2026-08-18|000041|HI-041"
"B2026-08-18|HI-042","B2026-08-18","HI-042","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué reino nazarí fue conquistado por los Reyes Católicos en 1492?","El reino de Granada.","Su caída puso fin al último Estado islámico peninsular medieval.","active","curated","42","B2026-08-18|000042|HI-042"
"B2026-08-18|HI-043","B2026-08-18","HI-043","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuál era la capital del Imperio bizantino?","Constantinopla.","La ciudad, hoy Estambul, fue capital imperial desde el siglo IV.","active","curated","43","B2026-08-18|000043|HI-043"
"B2026-08-18|HI-044","B2026-08-18","HI-044","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué explorador nórdico llegó a Vinlandia alrededor del año 1000?","Leif Erikson.","Los restos de L’Anse aux Meadows prueban presencia nórdica en Norteamérica.","active","curated","44","B2026-08-18|000044|HI-044"
"B2026-08-18|HI-045","B2026-08-18","HI-045","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el sistema medieval basado en vínculos de vasallaje y control señorial de tierras?","Feudalismo.","El término agrupa relaciones políticas, militares y económicas diversas.","active","curated","45","B2026-08-18|000045|HI-045"
"B2026-08-18|HI-046","B2026-08-18","HI-046","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué ruptura de 1054 separó convencionalmente a las Iglesias de Roma y Constantinopla?","El Gran Cisma de Oriente.","Las excomuniones de 1054 simbolizan una separación desarrollada durante siglos.","active","curated","46","B2026-08-18|000046|HI-046"
"B2026-08-18|HI-047","B2026-08-18","HI-047","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué título recibió Temuyín al unificar las tribus mongolas en 1206?","Gengis Kan.","Desde entonces comenzó una expansión que originó el mayor imperio terrestre contiguo.","active","curated","47","B2026-08-18|000047|HI-047"
"B2026-08-18|HI-048","B2026-08-18","HI-048","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué universidad italiana, fundada convencionalmente en 1088, suele considerarse la más antigua de Europa en funcionamiento?","La Universidad de Bolonia.","Bolonia destacó por el estudio del derecho.","active","curated","48","B2026-08-18|000048|HI-048"
"B2026-08-18|HI-049","B2026-08-18","HI-049","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué ciudad fue capital del califato proclamado por Abderramán III en 929?","Córdoba.","La ciudad fue uno de los grandes centros políticos y culturales de al-Ándalus.","active","curated","49","B2026-08-18|000049|HI-049"
"B2026-08-18|HI-050","B2026-08-18","HI-050","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el impulso educativo y cultural promovido en la corte de Carlomagno?","Renacimiento carolingio.","Favoreció escuelas, copia de manuscritos y una escritura más legible.","active","curated","50","B2026-08-18|000050|HI-050"
"B2026-08-18|HI-051","B2026-08-18","HI-051","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué joven francesa participó en la Guerra de los Cien Años y fue ejecutada en Ruan en 1431?","Juana de Arco.","Su intervención elevó la moral francesa durante el asedio de Orleans.","active","curated","51","B2026-08-18|000051|HI-051"
"B2026-08-18|HI-052","B2026-08-18","HI-052","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué liga comercial conectó ciudades del Báltico y el mar del Norte durante la Baja Edad Media?","La Liga Hanseática.","Ciudades mercantiles cooperaron para proteger rutas y privilegios comerciales.","active","curated","52","B2026-08-18|000052|HI-052"
"B2026-08-18|HI-053","B2026-08-18","HI-053","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué año llegó Cristóbal Colón al Caribe en su primer viaje?","1492.","La expedición castellana arribó a una isla de las Bahamas el 12 de octubre.","active","curated","53","B2026-08-18|000053|HI-053"
"B2026-08-18|HI-054","B2026-08-18","HI-054","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué reformador publicó las noventa y cinco tesis en 1517?","Martín Lutero.","Su protesta contra las indulgencias impulsó la Reforma protestante.","active","curated","54","B2026-08-18|000054|HI-054"
"B2026-08-18|HI-055","B2026-08-18","HI-055","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué conquistador dirigió la caída de Tenochtitlan en 1521?","Hernán Cortés.","La conquista contó con amplias alianzas indígenas contra el poder mexica.","active","curated","55","B2026-08-18|000055|HI-055"
"B2026-08-18|HI-056","B2026-08-18","HI-056","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué conquistador capturó al inca Atahualpa en Cajamarca en 1532?","Francisco Pizarro.","La captura desestabilizó decisivamente al Imperio inca.","active","curated","56","B2026-08-18|000056|HI-056"
"B2026-08-18|HI-057","B2026-08-18","HI-057","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué flota enviada por Felipe II fracasó en su intento de invadir Inglaterra en 1588?","La Armada Invencible o Gran Armada.","Combates, temporales y problemas logísticos frustraron la expedición.","active","curated","57","B2026-08-18|000057|HI-057"
"B2026-08-18|HI-058","B2026-08-18","HI-058","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué acuerdos de 1648 pusieron fin a la Guerra de los Treinta Años?","La Paz de Westfalia.","Los tratados de Münster y Osnabrück reorganizaron equilibrios europeos.","active","curated","58","B2026-08-18|000058|HI-058"
"B2026-08-18|HI-059","B2026-08-18","HI-059","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué revolución inglesa de 1688 depuso a Jacobo II?","La Revolución Gloriosa.","Guillermo III y María II aceptaron límites parlamentarios al poder real.","active","curated","59","B2026-08-18|000059|HI-059"
"B2026-08-18|HI-060","B2026-08-18","HI-060","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué año aprobaron las Trece Colonias su Declaración de Independencia?","1776.","El Segundo Congreso Continental la adoptó el 4 de julio.","active","curated","60","B2026-08-18|000060|HI-060"
"B2026-08-18|HI-061","B2026-08-18","HI-061","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué fortaleza-prisión parisina fue asaltada el 14 de julio de 1789?","La Bastilla.","Su caída se convirtió en símbolo de la Revolución francesa.","active","curated","61","B2026-08-18|000061|HI-061"
"B2026-08-18|HI-062","B2026-08-18","HI-062","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién proclamó la independencia de Haití en 1804 y se convirtió en su primer gobernante?","Jean-Jacques Dessalines.","Haití surgió de una revolución de esclavizados contra el dominio francés.","active","curated","62","B2026-08-18|000062|HI-062"
"B2026-08-18|HI-063","B2026-08-18","HI-063","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué batalla de 1815 fue derrotado definitivamente Napoleón?","Waterloo.","La derrota frente a la coalición condujo a su segundo y último exilio.","active","curated","63","B2026-08-18|000063|HI-063"
"B2026-08-18|HI-064","B2026-08-18","HI-064","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué general participó decisivamente en la independencia de Argentina, Chile y Perú?","José de San Martín.","Su campaña cruzó los Andes y abrió la liberación de Chile.","active","curated","64","B2026-08-18|000064|HI-064"
"B2026-08-18|HI-065","B2026-08-18","HI-065","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué inventor escocés mejoró de forma decisiva la máquina de vapor en el siglo XVIII?","James Watt.","Sus mejoras de eficiencia favorecieron la industrialización.","active","curated","65","B2026-08-18|000065|HI-065"
"B2026-08-18|HI-066","B2026-08-18","HI-066","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué enmienda abolió la esclavitud en Estados Unidos en 1865?","La Decimotercera Enmienda.","Prohibió la esclavitud salvo como castigo por un delito.","active","curated","66","B2026-08-18|000066|HI-066"
"B2026-08-18|HI-067","B2026-08-18","HI-067","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué figura italiana dirigió la Expedición de los Mil en 1860?","Giuseppe Garibaldi.","La campaña facilitó la incorporación del Reino de las Dos Sicilias a la Italia unificada.","active","curated","67","B2026-08-18|000067|HI-067"
"B2026-08-18|HI-068","B2026-08-18","HI-068","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué canciller prusiano impulsó la unificación alemana?","Otto von Bismarck.","Combinó diplomacia y guerras para formar el Imperio alemán en 1871.","active","curated","68","B2026-08-18|000068|HI-068"
"B2026-08-18|HI-069","B2026-08-18","HI-069","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué transformación política japonesa comenzó en 1868 con la restauración del poder imperial?","La Restauración Meiji.","Japón emprendió reformas institucionales, militares e industriales.","active","curated","69","B2026-08-18|000069|HI-069"
"B2026-08-18|HI-070","B2026-08-18","HI-070","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué dos países fueron los principales contendientes de las guerras del Opio del siglo XIX?","China y el Reino Unido.","Las guerras forzaron la apertura de puertos chinos y tratados desiguales.","active","curated","70","B2026-08-18|000070|HI-070"
"B2026-08-18|HI-071","B2026-08-18","HI-071","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué canal inaugurado en 1869 conectó el Mediterráneo con el mar Rojo?","El canal de Suez.","La vía redujo la ruta marítima entre Europa y Asia.","active","curated","71","B2026-08-18|000071|HI-071"
"B2026-08-18|HI-072","B2026-08-18","HI-072","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué conferencia de 1884-1885 fijó reglas europeas para la ocupación colonial de África?","La Conferencia de Berlín.","Las potencias negociaron principios de ocupación sin representación africana.","active","curated","72","B2026-08-18|000072|HI-072"
"B2026-08-18|HI-073","B2026-08-18","HI-073","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué archiduque fue asesinado en Sarajevo en junio de 1914?","Francisco Fernando de Austria.","El atentado desencadenó la crisis que condujo a la Primera Guerra Mundial.","active","curated","73","B2026-08-18|000073|HI-073"
"B2026-08-18|HI-074","B2026-08-18","HI-074","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué partido tomó el poder en Rusia durante la Revolución de Octubre de 1917?","El Partido Bolchevique.","Los bolcheviques, dirigidos por Lenin, depusieron al Gobierno provisional.","active","curated","74","B2026-08-18|000074|HI-074"
"B2026-08-18|HI-075","B2026-08-18","HI-075","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué organización internacional se creó tras la Primera Guerra Mundial para promover la seguridad colectiva?","La Sociedad de Naciones.","Su incapacidad para frenar nuevas agresiones mostró sus límites.","active","curated","75","B2026-08-18|000075|HI-075"
"B2026-08-18|HI-076","B2026-08-18","HI-076","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué desplome bursátil de 1929 simboliza el inicio de la Gran Depresión?","El crac de Wall Street.","La crisis financiera agravó una contracción económica internacional.","active","curated","76","B2026-08-18|000076|HI-076"
"B2026-08-18|HI-077","B2026-08-18","HI-077","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Entre qué años se desarrolló la Guerra Civil española?","Entre 1936 y 1939.","El conflicto terminó con la victoria del bando sublevado y la dictadura de Franco.","active","curated","77","B2026-08-18|000077|HI-077"
"B2026-08-18|HI-078","B2026-08-18","HI-078","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué región francesa desembarcaron los Aliados el Día D de 1944?","Normandía.","La Operación Overlord abrió un gran frente occidental contra la Alemania nazi.","active","curated","78","B2026-08-18|000078|HI-078"
"B2026-08-18|HI-079","B2026-08-18","HI-079","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cómo se llama el genocidio sistemático de seis millones de judíos europeos perpetrado por la Alemania nazi y sus colaboradores?","El Holocausto o Shoá.","También fueron perseguidos y asesinados millones de miembros de otros grupos.","active","curated","79","B2026-08-18|000079|HI-079"
"B2026-08-18|HI-080","B2026-08-18","HI-080","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué año se fundó la Organización de las Naciones Unidas?","1945.","La Carta de la ONU entró en vigor el 24 de octubre de 1945.","active","curated","80","B2026-08-18|000080|HI-080"
"B2026-08-18|HI-081","B2026-08-18","HI-081","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué año logró la India la independencia del dominio británico?","1947.","La retirada británica estuvo acompañada por la partición de India y Pakistán.","active","curated","81","B2026-08-18|000081|HI-081"
"B2026-08-18|HI-082","B2026-08-18","HI-082","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Quién proclamó la República Popular China en 1949?","Mao Zedong.","La proclamación siguió a la victoria comunista en la guerra civil china.","active","curated","82","B2026-08-18|000082|HI-082"
"B2026-08-18|HI-083","B2026-08-18","HI-083","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué crisis de 1962 llevó a Estados Unidos y la Unión Soviética al borde de una guerra nuclear?","La crisis de los misiles de Cuba.","Terminó con la retirada negociada de misiles soviéticos de Cuba.","active","curated","83","B2026-08-18|000083|HI-083"
"B2026-08-18|HI-084","B2026-08-18","HI-084","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿En qué año cayó el Muro de Berlín?","1989.","La apertura del 9 de noviembre aceleró la reunificación alemana.","active","curated","84","B2026-08-18|000084|HI-084"
"B2026-08-18|HI-085","B2026-08-18","HI-085","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué líder condujo a Ghana a la independencia en 1957?","Kwame Nkrumah.","Ghana fue el primer país subsahariano colonizado en independizarse en la posguerra.","active","curated","85","B2026-08-18|000085|HI-085"
"B2026-08-18|HI-086","B2026-08-18","HI-086","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué dirigente sudafricano fue elegido presidente en 1994 tras el fin del apartheid?","Nelson Mandela.","Las elecciones de 1994 fueron las primeras con sufragio universal del país.","active","curated","86","B2026-08-18|000086|HI-086"
"B2026-08-18|HI-087","B2026-08-18","HI-087","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué tratado firmado en 1992 creó formalmente la Unión Europea?","El Tratado de Maastricht.","Entró en vigor en 1993 y amplió la integración política y monetaria.","active","curated","87","B2026-08-18|000087|HI-087"
"B2026-08-18|HI-088","B2026-08-18","HI-088","HI","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué misión llevó a los primeros seres humanos a la superficie lunar?","Apollo 11.","Neil Armstrong y Buzz Aldrin caminaron sobre la Luna en julio de 1969.","active","curated","88","B2026-08-18|000088|HI-088"
