"question_key","bank_id","question_id","category_id","level_key","prompt","answer","explanation","status","source_status","random_order","order_key"
"B2026-08-18|DE-011","B2026-08-18","DE-011","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos jugadores por equipo hay en pista en balonmano?","7.","Cada equipo juega con seis jugadores de campo y un portero.","active","curated","11","B2026-08-18|000011|DE-011"
"B2026-08-18|DE-012","B2026-08-18","DE-012","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Desde qué distancia se lanza un penalti en balonmano?","7 metros.","El lanzamiento de siete metros es la sanción equivalente al penalti.","active","curated","12","B2026-08-18|000012|DE-012"
"B2026-08-18|DE-013","B2026-08-18","DE-013","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos aros tiene el símbolo olímpico?","5.","El emblema olímpico está formado por cinco anillos entrelazados.","active","curated","13","B2026-08-18|000013|DE-013"
"B2026-08-18|DE-014","B2026-08-18","DE-014","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué distancia oficial tiene un maratón?","42,195 kilómetros.","La distancia reglamentaria del maratón es 42 km y 195 m.","active","curated","14","B2026-08-18|000014|DE-014"
"B2026-08-18|DE-015","B2026-08-18","DE-015","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuánto mide una piscina olímpica de largo?","50 metros.","La piscina de curso largo mide cincuenta metros.","active","curated","15","B2026-08-18|000015|DE-015"
"B2026-08-18|DE-016","B2026-08-18","DE-016","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿A cuántos puntos se juega normalmente un juego de bádminton?","21 puntos.","Un juego se disputa a 21 puntos, con reglas de diferencia en caso de empate.","active","curated","16","B2026-08-18|000016|DE-016"
"B2026-08-18|DE-017","B2026-08-18","DE-017","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿A cuántos puntos se juega normalmente un juego de tenis de mesa?","11 puntos.","Desde 2001 los juegos se disputan normalmente a once puntos.","active","curated","17","B2026-08-18|000017|DE-017"
"B2026-08-18|DE-018","B2026-08-18","DE-018","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos outs ponen fin a una media entrada en béisbol?","3 outs.","Cada equipo batea hasta acumular tres outs.","active","curated","18","B2026-08-18|000018|DE-018"
"B2026-08-18|DE-019","B2026-08-18","DE-019","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántas bases forman el recorrido completo de un diamante de béisbol contando el home?","4.","Primera, segunda, tercera y home completan el circuito.","active","curated","19","B2026-08-18|000019|DE-019"
"B2026-08-18|DE-020","B2026-08-18","DE-020","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos jugadores por equipo hay normalmente sobre el hielo en hockey sobre hielo contando al portero?","6.","Un equipo suele tener cinco jugadores de campo y un portero sobre el hielo.","active","curated","20","B2026-08-18|000020|DE-020"
"B2026-08-18|DE-021","B2026-08-18","DE-021","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos jugadores por equipo hay en pista en fútbol sala?","5.","Cada equipo de fútbol sala juega con cuatro jugadores de campo y un portero.","active","curated","21","B2026-08-18|000021|DE-021"
"B2026-08-18|DE-022","B2026-08-18","DE-022","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos jugadores por equipo hay en el agua en waterpolo?","7.","Cada equipo tiene seis jugadores de campo y un portero.","active","curated","22","B2026-08-18|000022|DE-022"
"B2026-08-18|DE-023","B2026-08-18","DE-023","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Cuántos jugadores por equipo hay sobre el campo en hockey hierba?","11.","El hockey hierba se juega con once jugadores por equipo.","active","curated","23","B2026-08-18|000023|DE-023"
"B2026-08-18|DE-024","B2026-08-18","DE-024","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué significa hacer birdie en golf?","Completar un hoyo con un golpe menos que el par.","Un birdie equivale a par menos uno.","active","curated","24","B2026-08-18|000024|DE-024"
"B2026-08-18|DE-025","B2026-08-18","DE-025","DE","S_DIFICULTAD_TRIVIAL_V1|CUR","¿Qué significa hacer eagle en golf?","Completar un hoyo con dos golpes menos que el par.","Un eagle equivale a par menos dos.","active","curated","25","B2026-08-18|000025|DE-025"
